Q1,Q2,Q3,Q4,Q5,Q6,id
[1],[4],[0],[0],[0],[1],abs08485
[0],[],[],[],[1],[1] ,abs02172
[1],[2],[],[],[1],[1] ,abs03774
[1],[4 6],[],[0],[1],[1] ,abs08091
abs00047
[0],[],[],[],[0],[1] ,abs18078
[1],[2],[],[0],[],[0] ,abs00717
[1],[],[],[0],[1],[1] ,abs06422
[0],[],[],[],[],[0] ,abs09497
[0],[],[],[],[0],[1] ,abs01148
[1],[2],[],[0],[1],[1] ,abs21903
[1],[2],[2],[],[1],[1] ,abs14346
[1],[],[2],[0],[],[1] ,abs03261
[1],[2],[],[],[],[1] ,abs04739
[1],[6],[2],[0],[],[0] ,abs12213
[1],[5],[2],[0],[],[0] ,abs07518
[1],[0],[2],[0],[],[0] ,abs11508
1,2,2,0,1,1 ,abs13766
[1],[6],[2],[0],[],[0] ,abs09317
[0],[],[],[],[0],[1] ,abs02856
[1],[4],[],[0],[],[0] ,abs11668
[1],[6],[2],[0],[],[0] ,abs16291
[1],[0],[],[0],[1],[1] ,abs02349
[1],[5 6],[],[0],[],[0] ,abs16503
[1],[],[],[0],[1],[1] ,abs13644
[1],[],[2],[0],[0],[1] ,abs05107
[1],[2],[],[],[0],[1] ,abs22233
[0],[],[],[],[1],[1] ,abs08013
[1],[4 6],[2],[0],[],[0] ,abs11466
[1],[6],[2],[0],[],[0],abs17414
1,3,2,0,1,1 ,abs01398
[0],[],[],[],[1],[1] ,abs03424
1,[],2,[],1,1 ,abs20386
[0],[],[],[],[1],[0] ,abs05051
[0],[],[],[],[0],[1] ,abs14252
[0],[],[],[],[0],[1] ,abs13713
[1],[5],[],[0],[],[0] ,abs21372
[0],[],[],[],[1],[1] ,abs04983
[1],[6],[],[0],[],[0] ,abs16740
[1],[6],[2],[0],[],[0] ,abs12852
[0],[],[],[],[1],[1] ,abs11253
[1],[4 5],[],[0],[],[0] ,abs10733
[1],[2],[],[],[1],[1] ,abs07096
[1],[2],[],[],[0],[0] ,abs05030
[1],[],[0],[0],[0],[1] ,abs17240
[0],[],[],[],[1],[1] ,abs01940
[1],[6],[2],[0],[],[0] ,abs21783
1,6 7,1,0,1,1 ,abs19066
[0],[],[],[],[1],[1] ,abs10505
1,4 5 6,2,[],0,1 ,abs17993
[1],[6],[1],[0],[1],[1] ,abs02445
[1],[4 5 6],[],[],[1],[1] ,abs21087
[0],[],[],[],[],[0] ,abs16634
1,2 3,0,[],1,1 ,abs18688
[1],[2],[],[22],[1],[1] ,abs21699
[1],[4 5 6],[],[0],[],[0] ,abs15317
[0],[],[],[],[0],[1] ,abs11404
[1],[5],[2],[0],[1],[0] ,abs09660
[1],[6],[],[0],[],[0] ,abs09726
[0],[],[],[],[0],[1] ,abs02037
abs00671
[1],[6],[2],[0],[],[0] ,abs12459
[1],[5 6],[],[0],[],[0] ,abs05997
[1],[],[2],[0],[1],[1] ,abs09154
[1],[1 2],[],[],[1],[1] ,abs06520
[0],[],[],[],[1],[1] ,abs04472
[1],[4 5],[1],[0],[],[0] ,abs07514
[1],[2],[],[26],[],[0] ,abs02876
[1],[2],[],[],[1],[1] ,abs01265
[0],[],[],[],[0],[1] ,abs02250
1,2,2,[],1,1 ,abs13442
[1],[],[],[],[1],[1] ,abs17334
[1],[6],[],[0],[],[0] ,abs20500
[0],[],[],[],[1],[1] ,abs14154
[1],[2],[2],[],[1],[1] ,abs00461
[1],[6],[2],[0],[],[0] ,abs15295
[1],[1 2],[],[],[1],[1] ,abs05124
[0],[],[],[],[0],[1] ,abs18073
[4 5 6],[],[0],[],[0] ,abs07880
[1],[6],[],[0],[],[0] ,abs05675
[1],[],[2],[0],[1],[1] ,abs18291
[1],[3 4 5 6],[],[],[1],[1] ,abs11249
[0],[],[],[],[0],[1] ,abs05106
[1],[5 6],[],[0],[],[0] ,abs07591
[1],[2],[1],[],[1],[1] ,abs18857
abs07376
[0],[],[],[],[0],[1] ,abs01619
1,4 5,2,0,1,1 ,abs05404
[1],[5 6],[2],[0],[],[0] ,abs12328
[1],[0],[],[0],[1],[1] ,abs13825
[1],[4 5 6],[],[0],[],[0] ,abs06562
[1],[3],[],[0],[1],[1] ,abs03251
1,3 6,2,0,1,1 ,abs13077
[1],[2],[2],[0],[],[1] ,abs21605
1,4 5 6,2,[],1,1 ,abs08110
[1],[0],[2],[],[0],[1],abs15212
[1],[2],[2],[],[1],[1] ,abs17120
[1],[7],[],[],[],[0] ,abs16054
[1],[4 6],[2],[0],[],[0] ,abs11778
[1],[],[0],[],[0],[1] ,abs20185
[1],[4 6],[],[0],[],[0] ,abs09032
[1],[3],[],[0],[1],[1] ,abs01576
[1],[6],[2],[0],[1],[0] ,abs03755
[1],[4],[],[0],[],[0] ,abs16778
[1],[3],[],[0],[1],[1] ,abs03572
[1],[6],[2],[0],[1],[0] ,abs19917
[1],[4 5],[],[0],[1],[1] ,abs12929
[1],[4 5 6],[],[0],[],[0] ,abs14956
[1],[4 5 6],[2],[0],[],[0] ,abs18749
[1],[6],[2],[0],[1],[0] ,abs18100
[1],[6],[],[0],[1],[0] ,abs11832
[1],[2],[],[12],[1],[1] ,abs00393
[0],[],[],[],[1],[1] ,abs03615
0,[],[],[],0,1 ,abs18143
[1],[5 6],[2],[0],[],[0] ,abs13082
[1],[4 5 6],[],[0],[1],[1] ,abs16202
[1],[4 5],[],[0],[],[0] ,abs08883
[1],[6],[2],[],[],[0] ,abs01372
[1],[],[2],[0],[],[0] ,abs13090
[1],[4 5 6],[],[0],[],[0] ,abs13343
[1],[2],[2],[25],[0],[0] ,abs22028
[1],[6],[],[0],[1],[1] ,abs03393
[1],[6],[],[0],[],[0] ,abs12535
[0],[],[],[],[1],[1] ,abs00906
[1],[1],[],[],[],[0] ,abs15717
[1],[4],[],[0],[1],[0] ,abs18893
[0],[],[],[],[1],[1] ,abs18309
[1],[6],[2],[0],[],[0] ,abs14935
[1],[2],[],[],[1],[1] ,abs20747
[1],[5 6],[1],[0],[1],[1] ,abs16771
[1],[6],[2],[0],[],[0] ,abs15940
[1],[2],[],[],[1],[1] ,abs21709
[0],[],[],[],[],[0] ,abs15303
[1],[5],[],[0],[],[0] ,abs11901
[0],[],[],[],[1],[1] ,abs19135
[1],[5],[0],[0],[],[0],abs02446
[1],[2],[],[0],[1],[1] ,abs01739
1,4 6,2,[],1,1 ,abs09181
[1],[6],[],[0],[1],[1] ,abs19432
[1],[6],[],[],[],[0] ,abs00435
[1],[2],[2],[],[1],[1] ,abs02854
[1],[1 2 6],[2],[7],[],[0],abs18623
[1],[2],[2],[],[1],[1] ,abs08208
1,[],[],[],1,1 ,abs20976
[1],[3],[],[0],[],[0] ,abs16564
[1],[4],[],[0],[1],[1] ,abs21124
[0],[],[],[],[0],[1] ,abs02219
[0],[],[],[],[],[0] ,abs02119
[1],[6],[2],[0],[],[0] ,abs21288
[1],[5 6],[2],[0],[],[0] ,abs09871
[1],[1 2],[],[22],[1],[1] ,abs13438
[1],[7],[2],[0],[],[0] ,abs09413
[1],[6],[],[0],[],[0] ,abs08714
[1],[2],[],[26],[],[0] ,abs20180
[0],[],[],[],[0],[1] ,abs04985
[1],[6],[2],[0],[],[0] ,abs12109
[1],[],[],[],[1],[0] ,abs08528
[0],[],[],[],[1],[1] ,abs04829
1,3,2,[],1,1 ,abs18992
1,3 5,1,[],1,0 ,abs06139
[1],[2],[],[],[0],[1] ,abs21573
[1],[3 6],[2],[0],[],[1] ,abs00874
[1],[],[],[0],[1],[1] ,abs14019
[0],[],[],[],[1],[1] ,abs17747
[0],[],[],[],[0],[1] ,abs04279
[1],[6],[2],[],[],[0] ,abs13400
[1],[4 5],[],[0],[],[0] ,abs15576
[1],[],[],[0],[0],[1] ,abs03447
abs00355
[1],[5],[1],[0],[],[0] ,abs11702
1,[],2,[],[],1 ,abs01821
[0],[],[],[],[1],[1] ,abs04669
[1],[4 5 6],[1],[0],[],[0] ,abs07726
[1],[],[2],[0],[],[1] ,abs22265
[1],[5 6],[1],[0],[],[0] ,abs07404
[1],[4 7],[],[0],[],[0] ,abs18000
[1],[2],[],[],[1],[1] ,abs17435
1,4 5,2,0,1,1 ,abs11970
[0],[],[],[],[1],[0] ,abs02212
[1],[2],[],[],[0],[1] ,abs21632
[1],[4 6],[],[0],[],[0] ,abs11105
[0],[],[],[],[0],[0] ,abs01830
[1],[4],[],[0],[],[0] ,abs15488
[1],[3],[1],[0],[1],[1] ,abs19586
[0],[],[],[],[],[0] ,abs09515
[1],[6],[],[0],[1],[1] ,abs19792
[1],[5],[2],[0],[],[0] ,abs18431
[1],[4 5 6],[],[0],[],[0] ,abs14718
[1],[4 5 6],[2],[0],[],[0] ,abs18112
[1],[2],[2],[],[1],[1] ,abs20695
1,3,1,0,1,1 ,abs19228
[0],[],[],[],[],[0] ,abs16411
[1],[4 5 6],[],[0],[],[0] ,abs11931
[1],[2],[],[],[],[0] ,abs00268
[1],[4 5 6],[],[0],[],[0] ,abs16545
[1],[6],[2],[0],[],[0] ,abs18802
[1],[6],[],[0],[],[0] ,abs15845
[3],[1],[0],[1],[0] ,abs19567
[1],[],[2],[0],[1],[1] ,abs06823
[1],[],[],[0],[1],[1] ,abs04558
[1],[4],[],[],[1],[0] ,abs18704
[1],[],[],[0],[],[0] ,abs04231
[1],[3],[],[],[],[0] ,abs13329
[1],[4 5 6],[],[0],[1],[1] ,abs05482
[1],[6],[],[0],[],[0] ,abs14732
[1],[2],[2],[],[1],[1] ,abs03421
[0],[],[],[],[0],[1] ,abs07913
[1],[6],[2],[0],[1],[1] ,abs19924
[0],[],[],[],[],[0] ,abs12420
[1],[2],[],[],[],[0] ,abs19892
[1],[5 6],[],[0],[],[0] ,abs12030
[1],[1 2],[],[],[1],[1] ,abs22043
1,5 6,1,[],1,1 ,abs19665
[1],[5],[],[0],[],[0] ,abs10142
[1],[2],[2],[0],[1],[1] ,abs01972
[1],[5],[],[0],[],[0] ,abs12526
[1],[6],[2],[0],[],[0] ,abs16725
[1],[4 5 6],[2],[0],[],[0] ,abs05334
[1],[6],[],[0],[1],[1] ,abs19863
[1],[6],[],[0],[1],[1] ,abs15181
[1],[5],[],[0],[],[0] ,abs15524
[1],[6],[2],[0],[],[0] ,abs09352
[1],[4 5 6],[1],[],[],[0] ,abs05810
[1],[6],[],[0],[1],[0] ,abs03693
[1],[6],[1],[0],[],[0] ,abs15426
[1],[],[],[],[0],[1] ,abs04028
1,4 5 6,2,[0],1,1 ,abs05418
1,[],[],[],[],1 ,abs22125
[0],[],[],[],[1],[1] ,abs03117
[1],[6],[],[0],[],[0] ,abs00291
[1],[2],[],[],[],[0] ,abs20732
[1],[],[],[0],[1],[1] ,abs10588
[1],[2],[2],[],[],[0] ,abs01450
[1],[4 5 6],[],[0],[1],[1] ,abs12483
[1],[6],[],[0],[1],[1] ,abs20575
[1],[],[2],[],[1],[1] ,abs18538
1,4,2,[0],1,1 ,abs16259
[0],[],[],[],[1],[1] ,abs09456
[0],[],[],[],[],[0] ,abs14680
abs12928
[1],[4 5],[1],[0],[],[0] ,abs15390
[1],[3 6],[],[0],[],[0] ,abs16761
[0],[],[],[],[],[0] ,abs05290
[1],[],[2],[],[1],[1] ,abs04234
[1],[4 5 6],[],[0],[1],[1] ,abs13325
[1],[4 6],[2],[0],[],[0] ,abs08731
[0],[],[],[],[],[0] ,abs18063
[1],[6],[],[0],[1],[1] ,abs03119
[1],[4 5],[],[0],[],[0] ,abs21138
[1],[6],[2],[0],[],[0] ,abs14601
[1],[4 5],[1],[0],[],[0] ,abs12305
[1],[2],[2],[16],[1],[1] ,abs00351
1,4 5 6,1,0,1,1 ,abs14920
[0],[],[],[],[1],[1] ,abs16358
[0],[],[],[],[1],[1] ,abs14397
[1],[3],[],[0],[1],[1] ,abs12730
[1],[5 6],[2],[0],[1],[0] ,abs16807
1,6 7,2,[],1,1 ,abs20839
[0],[],[],[],[1],[1] ,abs02575
[1],[4 5 6],[],[0],[],[0] ,abs05660
[1],[],[],[0],[1],[1] ,abs13757
[1],[5],[1],[0],[],[0] ,abs07149
[1],[],[2],[0],[1],[1] ,abs14171
[1],[4 5 6],[1],[0],[],[0] ,abs09008
[0],[],[],[],[],[0] ,abs16533
[0],[],[],[],[0],[1] ,abs01210
[1],[6],[],[0],[],[0] ,abs04471
[1],[5],[1],[],[1],[0] ,abs07000
[1],[],[2],[0],[1],[1] ,abs10670
[1],[4 5 6],[],[0],[],[0] ,abs14685
[1],[6],[],[0],[],[0] ,abs01966
[1],[],[],[],[1],[0] ,abs19483
[1],[0],[1],[0],[],[0] ,abs12795
[1],[5 6 7],[],[0],[],[0] ,abs05650
[1],[6],[2],[0],[1],[0] ,abs21245
[1],[1 2],[],[7],[0],[0] ,abs03944
[1],[2],[],[],[0],[1] ,abs09338
abs01803
[1],[4 5 6],[2],[0],[1],[1] ,abs05463
[1],[],[2],[0],[],[0] ,abs10131
[0],[],[],[],[],[0] ,abs03361
1,4 5 6,2,0,1,1 ,abs13075
[1],[],[2],[],[1],[1] ,abs16999
[1],[],[2],[],[],[1] ,abs14230
[1],[1 2],[2],[],[],[0] ,abs09402
[1],[4 6],[],[0],[1],[1] ,abs20993
[1],[4 5 6 7],[2],[0],[],[0] ,abs05985
[2],[],[2],[],[0] ,abs19280
[1],[4 5 6],[1],[0],[],[0] ,abs20187
[0],[],[],[],[0],[1] ,abs12134
[1],[2],[],[0],[1],[1] ,abs04419
[1],[4 5 6],[],[0],[1],[1] ,abs07460
[1],[6],[2],[0],[],[0] ,abs04421
[1],[6 7],[2],[0],[],[0] ,abs08973
[1],[4 5 6],[1],[0],[],[1] ,abs07819
[1],[2],[],[0],[1],[1] ,abs20154
[0],[],[],[],[0],[0] ,abs21165
[1],[3],[],[0],[],[0] ,abs03118
[1],[4 6],[],[0],[],[0] ,abs19433
[1],[4 5 6],[1],[0],[],[0] ,abs10940
[0],[],[],[],[0],[1] ,abs03695
[1],[1 2],[],[22],[1],[0] ,abs15931
[0],[],[],[],[1],[1] ,abs11978
[1],[4],[],[],[0],[1] ,abs19443
1,3,2,0,1,1 ,abs12660
[1],[6],[],[0],[],[0] ,abs16413
[1],[],[2],[0],[1],[1] ,abs10330
[0],[],[],[],[0],[1] ,abs05038
[1],[0],[],[0],[0],[1] ,abs05237
[1],[6],[1],[0],[1],[1] ,abs01111
1,2,2,[],1,1 ,abs06639
[0],[],[],[],[1],[1] ,abs04186
[1],[5 6],[],[0],[],[0] ,abs12316
[0],[],[],[],[],[0] ,abs03046
[1],[4],[],[0],[],[0] ,abs16177
[1],[4],[],[0],[1],[1] ,abs09429
[0],[],[0],[0],[1] ,abs04684
[1],[],[2],[],[],[1] ,abs21958
[1],[4 6],[],[0],[],[0] ,abs14958
[1],[4 5 6],[],[0],[],[0] ,abs12123
1,2,0,5,1,1 ,abs10202
[1],[6],[2],[0],[1],[1] ,abs19387
1,[],2,[0],1,1 ,abs10681
[1],[3],[],[0],[1],[1] ,abs18907
[1],[3],[1],[0],[1],[1] ,abs18980
[1],[],[],[],[1],[1] ,abs00651
[1],[4 7],[],[0],[1],[1] ,abs16110
[1],[],[2],[0],[1],[1] ,abs10464
[1],[2],[],[0],[1],[1] ,abs13771
[1],[5],[],[0],[1],[0] ,abs10625
[1],[4 5],[1],[0],[],[0] ,abs15431
[1],[3 7],[],[0],[1],[1] ,abs00621
1,4 6,2,[],1,1 ,abs05403
[1],[1 2],[],[7],[1],[1] ,abs21623
[1],[2],[2],[0],[1],[1] ,abs03109
[0],[],[],[],[0],[1] ,abs10232
[1],[4 5 6],[],[],[],[0] ,abs13318
[1],[1 2],[],[],[],[0] ,abs18625
[0],[],[],[],[0],[1] ,abs18090
[1],[],[2],[0],[],[0] ,abs20830
[1],[4 5],[1],[0],[],[0] ,abs16170
[1],[3],[],[0],[],[0] ,abs16315
[1],[1 2],[],[],[],[0] ,abs19532
[0],[],[],[],[1],[1] ,abs02915
[1],[5 6],[],[0],[],[0] ,abs14679
1,2,2,[],1,1 ,abs18516
[1],[2],[],[26],[1],[1] ,abs01705
[1],[4 5 6 7],[],[],[1],[1] ,abs19355
[1],[1 2],[],[22 40],[1],[1] ,abs03082
[1],[2],[],[],[1],[1] ,abs20132
abs17035
[0],[],[],[],[0],[1] ,abs16895
1,3,1,[0],1,1 ,abs19679
[1],[],[],[],[1],[1] ,abs18556
[0],[],[],[],[],[0] ,abs20098
[0],[],[],[],[1],[1] ,abs21113
[1],[],[2],[],[1],[1] ,abs09931
[1],[6],[2],[0],[],[0] ,abs11239
[1],[],[2],[0],[1],[1] ,abs13933
[1],[3],[1],[0],[1],[1] ,abs16109
[1],[5 6],[2],[0],[1],[0] ,abs13109
[1],[],[],[0],[0],[1] ,abs05254
[1],[4 5 6],[2],[0],[],[0] ,abs19308
[1],[2 3 6],[],[16],[1],[1] ,abs04628
[1],[6],[2],[0],[1],[1] ,abs17476
[1],[4 6],[2],[0],[],[0] ,abs18097
[1],[],[],[],[0],[1] ,abs18288
[0],[],[],[],[],[0] ,abs15507
[1],[4 5 6],[],[],[],[0] ,abs11434
[1],[6],[],[0],[1],[1] ,abs11982
[1],[6],[1],[0],[],[1] ,abs08804
[0],[],[],[],[1],[1] ,abs01056
[1],[6],[],[],[1],[0] ,abs19446
[1],[6],[2],[0],[],[0] ,abs19889
[1],[7],[],[0],[],[0] ,abs19590
[0],[],[],[],[],[0] ,abs09464
[0],[],[],[],[1],[1] ,abs04494
[1],[4 5 6 7],[2],[0],[],[0] ,abs12645
[1],[],[2],[],[1],[1] ,abs06441
1,1 2,2,26,1,1 ,abs01015
[1],[],[2],[0],[1],[1] ,abs06688
[1],[4 5 6],[1],[0],[],[0] ,abs07637
[1],[3 6],[],[0],[1],[1] ,abs10642
[1],[],[2],[0],[1],[1] ,abs10231
[1],[4 5 6],[],[0],[],[0] ,abs19302
[1],[2],[],[],[],[0] ,abs20727
[1],[],[],[],[0],[1] ,abs00499
1,2,2,[],1,1 ,abs02991
[1],[],[],[0],[],[0] ,abs10629
[1],[4 5],[1],[0],[],[1] ,abs07104
[1],[5 6],[],[0],[],[0] ,abs12752
[1],[5],[1],[0],[],[0] ,abs05622
[1],[0],[],[0],[1],[1] ,abs03603
[1],[4 5 6],[],[0],[],[1] ,abs16041
[0],[],[],[],[1],[1] ,abs03440
[1],[],[2],[],[],[1] ,abs10604
[1],[],[],[0],[1],[1] ,abs06833
[0],[],[],[],[],[0] ,abs01826
[1],[6],[2],[0],[],[0] ,abs06085
[1],[2],[],[0],[1],[1] ,abs14246
[1],[2],[2],[],[0],[1] ,abs21835
[1],[4 5 6],[],[0],[],[0] ,abs11501
[1],[6],[],[],[],[0] ,abs02847
[1],[1 2],[],[26],[1],[1] ,abs19896
[1],[4],[],[0],[1],[1] ,abs03064
[1],[4 5],[],[0],[],[0] ,abs18682
[1],[6],[],[0],[1],[1] ,abs04868
[1],[4 5 6],[1],[0],[],[0] ,abs05510
[1],[4],[],[0],[],[0] ,abs11711
[1],[4],[],[0],[],[0] ,abs21110
[1],[4],[],[16],[1],[1] ,abs06971
[1],[4 5 6],[2],[0],[],[0] ,abs07205
[0],[],[],[],[],[0] ,abs03691
[1],[6],[],[],[1],[1] ,abs02914
[1],[4 5 6 7],[],[0],[],[0] ,abs16377
[0],[],[],[],[1],[1] ,abs09629
[1],[5],[],[0],[],[0] ,abs11771
[1],[1 2],[2],[],[1],[1] ,abs06951
[1],[1 2],[],[7],[],[0] ,abs06443
[1],[4 5 6 7],[],[0],[1],[0] ,abs16104
1,4 5 6,1,0,1,1 ,abs12835
[1],[4],[],[0],[],[0] ,abs05786
[1],[4 5],[1],[0],[],[0] ,abs07185
[1],[5],[],[0],[],[0] ,abs04435
[1],[4 5 6],[2],[0],[],[0] ,abs11536
[1],[6],[],[0],[],[0] ,abs11103
[1],[2],[],[18],[1],[1] ,abs09102
[1],[5],[1],[0],[],[0] ,abs11754
[1],[6],[],[0],[1],[1] ,abs03338
[1],[6],[],[0],[],[0] ,abs15788
[1],[6],[],[0],[1],[1] ,abs20397
[1],[1 2],[],[],[],[0] ,abs03161
[6],[],[0],[],[0] ,abs20970
[1],[6],[2],[0],[],[0] ,abs11562
[1],[6],[2],[0],[1],[1] ,abs02533
[1],[6],[2],[0],[],[0] ,abs08191
[0],[],[],[],[0],[1] ,abs04926
[1],[1 2],[],[],[1],[1] ,abs01870
[0],[],[],[],[1],[1] ,abs00639
[1],[4],[],[0],[1],[1] ,abs12011
[1],[4 6],[],[0],[1],[1] ,abs09800
[1],[3],[],[0],[],[0] ,abs09521
[1],[6],[],[0],[1],[1] ,abs19985
[1],[6],[2],[0],[],[0] ,abs12058
[1],[4],[2],[0],[1],[1] ,abs08096
[1],[6],[],[0],[],[0] ,abs17526
[0],[],[],[],[0],[1] ,abs04344
[1],[5],[],[0],[],[0] ,abs05840
[1],[6],[2],[0],[],[0] ,abs12383
[1],[6],[2],[0],[],[0] ,abs07391
[1],[6 7],[],[0],[],[0] ,abs12362
[1],[4 6],[],[0],[],[0] ,abs16410
[1],[2],[],[0],[],[0] ,abs15878
1,5 6,2,0,1,1 ,abs16656
[0],[],[],[],[],[0] ,abs14988
[1],[3],[],[],[1],[1] ,abs05075
[1],[6],[2],[0],[1],[1] ,abs01427
[0],[],[],[],[1],[1] ,abs18204
[1],[4 5],[],[0],[],[0] ,abs15569
[1],[2],[],[],[],[0] ,abs03816
[1],[3],[],[0],[1],[1] ,abs20226
[1],[4 5 6 7],[],[0],[0],[1] ,abs13427
[1],[5 6],[1],[0],[],[0] ,abs18048
[0],[],[],[],[],[0] ,abs03071
[1],[5],[],[0],[],[0] ,abs09199
[1],[2],[],[],[],[0] ,abs04317
[1],[1 2],[],[],[1],[0] ,abs22148
[1],[5],[],[0],[],[0] ,abs19044
[1],[4 5 6],[],[0],[],[0] ,abs07923
[1],[4 5 6],[],[0],[1],[1] ,abs07811
1,4,2,0,1,1 ,abs08508
[0],[],[],[],[0],[0] ,abs04676
[1],[4 5 6],[],[0],[],[0] ,abs09404
[1],[7],[2],[0],[],[0] ,abs07134
[1],[3],[],[],[0],[1] ,abs04207
[0],[],[],[],[1],[1] ,abs03600
[1],[6],[],[0],[1],[1] ,abs15393
abs10297
[1],[6],[],[0],[],[0] ,abs20306
[1],[6],[2],[0],[],[1] ,abs09121
1,6 7,2,0,1,1 ,abs04872
[1],[],[2],[0],[],[0] ,abs16140
[0],[],[],[],[0],[1] ,abs00157
1,2 3 6,2,7 26,1,1 ,abs06436
[1],[4 5 6 7],[],[0],[],[0] ,abs07148
[1],[6],[2],[],[1],[1] ,abs01279
[1],[2],[],[],[1],[1] ,abs08656
[1],[2],[],[],[0],[1] ,abs20933
[1],[6],[1],[0],[1],[1] ,abs20803
[1],[4 6],[],[],[1],[0] ,abs11561
[1],[6],[],[0],[],[0] ,abs20546
[1],[4 5 6],[],[0],[],[0] ,abs09789
[0],[],[],[],[0],[0] ,abs00196
[1],[5 6],[1],[0],[],[0] ,abs11148
[1],[5],[],[0],[],[0] ,abs06395
[1],[6],[2],[0],[],[1] ,abs21811
[1],[4 5 6],[],[0],[1],[1] ,abs05525
[1],[4 5],[1],[0],[],[0] ,abs16538
[1],[6],[],[0],[],[0] ,abs12390
[1],[6],[2],[0],[],[0] ,abs21318
[1],[5 6],[],[0],[],[0] ,abs00124
[1],[4],[2],[],[0],[1] ,abs14654
[1],[6],[],[0],[],[1] ,abs16449
[1],[6],[2],[0],[],[0] ,abs05193
abs16541
[0],[],[],[],[1],[1] ,abs17295
[1],[2],[],[7],[0],[1] ,abs04360
[1],[6],[],[],[],[0] ,abs15779
1,1 2,2,7,1,1 ,abs09989
[1],[5],[],[0],[],[0] ,abs07601
[1],[3],[],[0],[1],[1] ,abs19218
[0],[],[],[],[0],[1] ,abs03879
[0],[],[],[],[0],[1] ,abs17765
[1],[0],[0],[0],[0],[1] ,abs04595
0,[],[],[],1,1 ,abs03749
[1],[2],[],[],[1],[1] ,abs02000
[1],[6],[2],[0],[1],[0] ,abs12264
[1],[6 7],[],[0],[],[1] ,abs21317
[1],[2],[],[],[1],[1] ,abs02553
[1],[6],[],[0],[1],[1] ,abs19471
[1],[4 5 6 7],[],[0],[],[0] ,abs05839
[1],[4 5 6],[],[0],[],[0] ,abs21020
[1],[2],[2],[],[1],[1] ,abs00049
1,4 5 6,2,0,1,1 ,abs21500
[1],[4 5 6],[1],[0],[],[0] ,abs07428
[1],[5],[],[0],[],[0] ,abs09309
[1],[3 7],[],[0],[1],[0] ,abs15692
[1],[4 5 6],[],[0],[],[0] ,abs07781
[0],[],[],[],[1],[1] ,abs04480
1,[],2,[],1,1 ,abs14396
[1],[4 5 6],[],[],[],[0] ,abs09409
[1],[2],[],[],[],[0] ,abs14628
[1],[4 5],[],[0],[1],[0] ,abs08614
[1],[1 2],[],[],[1],[1] ,abs01513
[1],[5],[],[0],[],[0] ,abs02171
[0],[],[],[],[0],[1] ,abs03839
[1],[6],[2],[0],[],[1] ,abs14198
[1],[4 5],[1],[0],[],[0] ,abs13032
[1],[4 6],[],[0],[1],[1] ,abs15363
[1],[3],[],[0],[],[0] ,abs04401
[1],[6],[],[0],[],[1] ,abs00108
[1],[5],[1],[],[],[0] ,abs00282
[1],[4 5],[1],[0],[],[0] ,abs16063
[1],[2],[],[],[1],[1] ,abs00747
[0],[],[],[],[0],[1] ,abs20527
[1],[4 5 6],[2],[0],[],[1] ,abs10913
[0],[],[],[],[0],[1] ,abs04283
[1],[2],[],[26],[1],[1] ,abs00508
[1],[2],[],[],[1],[1] ,abs00311
[1],[4 5 6],[2],[0],[],[0] ,abs09834
[1],[],[],[0],[1],[1] ,abs10470
[1],[],[],[0],[1],[1] ,abs00302
1,5 6,1,0,1,0,abs08999
[1],[1 2],[],[22],[],[0] ,abs03580
[1],[4],[],[0],[1],[1] ,abs20994
[0],[],[],[],[1],[1] ,abs20008
[0],[],[],[],[1],[1] ,abs02208
1,3,2,0,1,1 ,abs03384
[1],[1 2],[],[7],[1],[1] ,abs03503
[1],[5 6],[],[0],[],[1] ,abs18945
[1],[4 5],[],[0],[],[0] ,abs15447
[1],[5],[],[0],[],[0] ,abs15324
[0],[],[],[],[0],[1] ,abs04169
[1],[],[],[0],[],[0] ,abs04501
[1],[2],[],[12],[0],[0] ,abs07520
[1],[5 6],[2],[0],[],[0] ,abs14912
[1],[5],[2],[0],[],[0] ,abs05399
[1],[4 5],[1],[0],[],[0],abs07832
[1],[3],[2],[0],[1],[1] ,abs03815
[1],[],[],[],[0],[1] ,abs13848
[1],[2],[],[26],[1],[1] ,abs00634
[],[],[],[],[0] ,abs00198
[0],[],[],[],[1],[1] ,abs01771
[1],[2],[],[12],[0],[1] ,abs02397
[0],[],[],[],[0],[1] ,abs02775
[1],[4 6],[],[0],[],[0] ,abs11456
1,4 5 6,1,[],1,1 ,abs05780
[1],[0],[],[0],[0],[1] ,abs01055
[0],[],[],[],[],[0] ,abs03199
[1],[5 6],[],[],[1],[0] ,abs21779
[1],[],[],[0],[],[0] ,abs17421
[1],[4 5 6],[1],[],[],[0] ,abs06083
[1],[5 6],[1],[0],[],[0] ,abs15827
[1],[4 5 6],[],[0],[],[0] ,abs20181
[1],[0],[0],[0],[0],[1] ,abs01978
[1],[],[],[],[1],[1] ,abs04241
[1],[0],[],[0],[],[0] ,abs07338
[1],[2],[],[],[1],[1] ,abs18913
[1],[4 6 7],[],[0],[1],[1] ,abs09291
1,[],2,[0],1,1 ,abs20149
[1],[2],[],[],[],[0] ,abs09563
[1],[6],[2],[0],[],[0] ,abs06259
[1],[3],[2],[0],[1],[1] ,abs02209
[1],[6],[],[],[0],[1] ,abs02146
[1],[],[],[],[],[1] ,abs13676
[1],[],[],[0],[1],[1] ,abs07075
[1],[6],[2],[0],[],[0] ,abs19374
