Q1,Q2,Q3,Q4,Q5,Q6,id
[1],[4],[],[],[],[1] ,abs08628
[1],[5],[1],[0],[],[0] ,abs14986
[1],[4 5],[],[0],[],[0] ,abs12087
[1],[4 5],[],[0],[],[0] ,abs16545
[1],[5],[1],[0],[1],[0] ,abs16529
[1],[5 6],[],[],[1],[0] ,abs17766
[1],[5 6 7],[],[0],[],[0] ,abs12318
[1],[5],[],[0],[],[1] ,abs13118
[1],[4 6],[],[0],[],[0] ,abs18097
[1],[4],[],[0],[1],[1] ,abs08450
[0],[],[],[],[],[1] ,abs18487
[1],[4 5 6],[],[0],[],[0] ,abs12279
[1],[4 5],[1],[0],[],[0] ,abs12861
[1],[1 2],[2],[7 26],[],[1] ,abs01132
[1],[7],[],[0],[],[1] ,abs03176
[1],[5],[],[0],[],[0] ,abs01563
[1],[4 5],[],[],[],[0] ,abs14788
[1],[6],[],[0],[],[1] ,abs18603
[1],[7],[],[0],[],[0] ,abs03459
[1],[6],[],[0],[],[0] ,abs04580
[0],[],[],[],[],[0] ,abs15421
[1],[1 2],[],[],[],[1] ,abs20629
[0],[],[],[],[],[1] ,abs09374
[1],[4 5 6],[1],[0],[],[1] ,abs15199
[0],[],[],[],[],[1] ,abs01374
[0],[],[],[],[],[0] ,abs08887
[1],[4 5 6],[],[0],[],[0] ,abs11069
[1],[5],[1],[0],[],[0] ,abs06086
[1],[6],[],[0],[],[1] ,abs03603
[0],[],[],[],[],[1] ,abs02810
[1],[5 6],[1],[],[1],[1] ,abs06890
[1],[3 7],[],[],[],[1] ,abs19516
[1],[3],[2],[0],[1],[1] ,abs00868
[1],[4 5],[1],[0],[],[0] ,abs16254
[1],[5 6],[1],[0],[],[0] ,abs18048
[1],[5 6 7],[2],[0],[],[0] ,abs07549
[1],[1 2],[],[7],[1],[0] ,abs00065
[1],[4 5 6 7],[2],[0],[],[0] ,abs06138
[0],[],[],[],[],[1] ,abs08857
[1],[4 5 6 7],[2],[0],[],[0] ,abs05839
[1],[5],[],[0],[],[0] ,abs16140
[1],[2],[],[],[],[0] ,abs21983
[1],[1 2],[],[],[],[0] ,abs10822
[1],[3 7],[],[0],[],[1] ,abs03814
[1],[7],[],[0],[],[0] ,abs18009
[0],[],[],[],[1],[1] ,abs01873
[1],[6],[],[0],[],[1] ,abs03496
[1],[4 5],[],[0],[1],[1] ,abs09901
[0],[],[],[],[],[1] ,abs06922
[1],[1 2],[],[],[],[1] ,abs07087
[1],[],[],[0],[],[0] ,abs18100
[1],[],[],[],[],[1] ,abs14028
[1],[6],[],[],[],[0] ,abs05267
[1],[6],[],[0],[],[0] ,abs17642
[0],[],[],[],[],[1] ,abs18298
[0],[],[],[],[],[0] ,abs20444
[1],[5 6],[],[],[],[0] ,abs21131
[1],[],[],[0],[],[1] ,abs21663
[1],[5 6],[],[7],[],[1] ,abs10907
[1],[2],[2],[],[],[1] ,abs06849
[1],[4 5 6],[2],[0],[],[0] ,abs08385
[1],[2],[],[],[],[1] ,abs10285
[1],[4 5 6],[],[0],[],[0] ,abs10743
[1],[5 6],[],[0],[],[0] ,abs07454
[1],[3],[],[],[],[0] ,abs06908
[1],[4 5],[],[0],[],[0] ,abs09292
[1],[5 6],[],[],[],[0] ,abs05880
[0],[],[],[],[],[0] ,abs02080
[1],[6],[2],[0],[],[0] ,abs18862
[1],[5 6],[],[0],[1],[0] ,abs05959
[0],[],[],[],[],[1] ,abs03598
[1],[3],[],[0],[],[0] ,abs04068
[1],[],[2],[0],[],[0] ,abs00492
[1],[6],[1],[0],[1],[1] ,abs02445
[1],[6],[],[],[],[0] ,abs05549
[1],[5 6],[2],[0],[],[1] ,abs05736
[1],[3],[],[0],[1],[0] ,abs20643
[1],[4 5 6],[2],[0],[],[1] ,abs08731
[1],[4 5],[1],[0],[],[0] ,abs07723
[1],[5],[1],[0],[],[0] ,abs05597
[1],[6],[],[0],[],[0] ,abs00108
[1],[4 5],[],[0],[],[0] ,abs08332
[1],[6],[],[0],[],[1] ,abs00975
[1],[6],[],[0],[],[0] ,abs20306
[1],[6],[],[0],[],[0] ,abs04479
[1],[6],[],[0],[],[1] ,abs02621
[1],[4 5 6],[2],[0],[],[0] ,abs07990
[1],[3 5],[],[0],[],[1] ,abs09821
[1],[5 6],[],[0],[1],[1] ,abs09898
[1],[6],[],[0],[1],[1] ,abs01222
[1],[0],[],[0],[],[0] ,abs14156
[1],[3],[],[0],[],[0] ,abs18139
[1],[4 5 6],[],[0],[],[0] ,abs05672
[0],[],[],[],[1],[1] ,abs04485
[1],[4 5],[1],[0],[],[0] ,abs15464
[1],[4 5 6],[2],[0],[],[0] ,abs19554
[1],[4 5 6 7],[1],[0],[1],[0] ,abs05368
[1],[4 5],[2],[0],[],[0] ,abs16816
[1],[6 7],[],[0],[],[0] ,abs20619
[1],[],[],[0],[],[1] ,abs19741
[1],[],[],[],[],[0] ,abs06747
[1],[],[2],[],[],[1] ,abs17234
[1],[2],[],[],[],[1] ,abs17637
[1],[4],[],[],[],[1] ,abs17884
[1],[4 5],[2],[0],[1],[1] ,abs11970
[0],[],[],[],[],[1] ,abs02632
[1],[3 5 6],[],[0],[],[0] ,abs20852
[1],[4 5],[],[0],[],[0] ,abs21371
[1],[3],[],[],[],[1] ,abs02468
[1],[5 6],[1],[0],[],[0] ,abs09735
[0],[],[],[],[],[1] ,abs03926
[1],[4 6],[],[],[],[1] ,abs08343
[1],[3 4],[],[0],[1],[1] ,abs08338
[1],[6],[2],[0],[],[0] ,abs15501
[1],[6],[],[0],[],[0] ,abs12184
[1],[5],[],[0],[],[0] ,abs01930
[1],[5],[1],[0],[],[0] ,abs16691
[1],[5],[],[0],[],[0] ,abs17527
[1],[5 6],[],[0],[1],[0] ,abs12455
[1],[4 5 6],[2],[0],[],[0] ,abs14956
[1],[4 5 6 7],[1],[0],[],[0] ,abs08638
[1],[4 5 6],[],[0],[],[0] ,abs19503
[1],[3],[1],[0],[1],[1] ,abs01106
[1],[2],[2],[],[1],[1] ,abs09629
[0],[],[],[],[],[1] ,abs05165
[1],[],[],[],[],[1] ,abs18285
[1],[1 2],[2],[],[],[1] ,abs06571
[1],[6],[],[0],[],[0] ,abs20459
[1],[6],[2],[0],[1],[1] ,abs14418
[1],[5 6],[],[0],[],[0] ,abs14610
[1],[3],[],[0],[1],[1] ,abs21820
[1],[4 5],[1],[0],[],[0] ,abs05498
[1],[4 5],[1],[0],[],[0] ,abs09739
[1],[],[],[0],[1],[1] ,abs21607
[1],[2],[],[26],[],[1] ,abs02792
[1],[2 3],[],[],[1],[1] ,abs20088
[1],[6],[],[0],[],[0] ,abs16740
[1],[5],[],[0],[],[0] ,abs14668
[1],[5],[],[0],[],[0] ,abs03207
[1],[5 6],[],[0],[],[1] ,abs02356
[1],[3 5 6],[2],[0],[],[0] ,abs18768
[1],[6],[1],[0],[],[1] ,abs00709
[1],[4 6],[1],[0],[1],[1] ,abs09129
[0],[],[],[],[],[0] ,abs17457
[0],[],[],[],[],[1] ,abs04556
[0],[],[],[],[],[1] ,abs14034
[1],[6],[1],[0],[],[0] ,abs19705
[1],[4 5 6],[2],[0],[],[0] ,abs13235
[1],[0],[],[0],[],[0] ,abs06115
[1],[4 6 7],[],[0],[],[1] ,abs13473
[1],[1 2],[],[22],[1],[0] ,abs03617
[1],[5],[1],[0],[],[0] ,abs15522
[1],[],[2],[],[],[1] ,abs14413
[1],[],[2],[0],[],[1] ,abs14152
[1],[1 2],[],[10],[],[0] ,abs03888
[1],[6],[2],[0],[],[0] ,abs09676
[0],[],[],[],[],[1] ,abs04527
[1],[3],[],[],[],[0] ,abs03346
[0],[],[],[],[],[0] ,abs11259
[1],[6],[2],[],[],[0] ,abs00308
[1],[6],[],[0],[],[0] ,abs01989
[1],[],[2],[],[],[1] ,abs01324
[1],[0],[],[],[],[1] ,abs01053
[1],[5],[],[0],[],[0] ,abs09767
[1],[5],[2],[0],[],[0] ,abs14595
[1],[0],[],[],[],[1] ,abs00376
[0],[],[],[],[],[0] ,abs05086
[1],[],[],[],[],[1] ,abs19715
[1],[6],[],[0],[],[1] ,abs03900
[1],[5 6],[],[0],[],[0] ,abs21421
[0],[],[],[],[],[1] ,abs00932
[1],[4 6],[],[],[1],[1] ,abs05341
[1],[4 5 6],[2],[0],[],[0] ,abs08951
[1],[5 6],[2],[0],[],[0] ,abs12459
[1],[4 5],[],[],[],[0] ,abs19486
[0],[],[],[],[],[0] ,abs06570
[1],[6],[2],[0],[],[0] ,abs15380
[1],[],[],[0],[],[1] ,abs16449
[1],[3],[],[0],[],[0] ,abs01663
[1],[6],[],[0],[],[1] ,abs20587
[1],[4],[],[0],[],[1] ,abs09181
[1],[5],[1],[0],[],[0] ,abs08238
[0],[],[],[],[],[1] ,abs10195
[1],[6],[],[0],[1],[1] ,abs15430
[0],[],[],[],[],[0] ,abs05155
[1],[],[],[],[],[0] ,abs05912
[1],[3],[],[],[1],[1] ,abs01319
[1],[6],[],[],[],[1] ,abs03325
[1],[2],[],[],[],[1] ,abs14092
[0],[],[],[],[],[1] ,abs03217
[1],[2],[],[26],[],[1] ,abs00710
[1],[4 5 6 7],[],[0],[],[0] ,abs09810
[1],[3],[],[0],[1],[1] ,abs01952
[0],[],[],[],[],[1] ,abs02219
[1],[4 5 6],[2],[0],[1],[1] ,abs07992
[1],[],[],[0],[1],[1] ,abs22258
[1],[],[],[0],[],[1] ,abs17400
[0],[],[],[],[],[1] ,abs10858
[1],[6 7],[],[0],[],[0] ,abs01008
[1],[4 5 6 7],[2],[0],[],[0] ,abs05616
[1],[2],[],[0],[],[1] ,abs06719
[1],[2 7],[],[],[1],[1] ,abs03383
[1],[5],[2],[],[1],[0] ,abs10849
[1],[5],[],[0],[],[1] ,abs03467
[1],[],[],[0],[],[1] ,abs10382
[1],[4 6],[],[0],[1],[1] ,abs12228
[1],[4 5 6],[1],[],[1],[1] ,abs11055
[1],[6],[],[0],[],[0] ,abs20883
[1],[2],[],[12],[],[1] ,abs14398
[1],[4 5 6],[2],[],[],[0] ,abs11618
[1],[4 5 6 7],[],[0],[],[0] ,abs05996
[1],[2],[],[],[],[1] ,abs21914
[1],[4 5],[],[0],[],[0] ,abs16155
[1],[6],[1],[0],[],[1] ,abs04269
[1],[2],[],[],[],[1] ,abs02748
[1],[4],[],[],[],[1] ,abs07968
[1],[3],[],[0],[],[1] ,abs03572
[1],[3],[1],[0],[],[1] ,abs03378
[1],[6],[],[0],[],[0] ,abs12654
[0],[],[],[],[],[1] ,abs04926
[1],[3],[],[0],[],[0] ,abs18736
[1],[2],[],[0],[],[1] ,abs22169
[1],[2],[2],[],[],[0] ,abs09333
[1],[5],[],[0],[],[1] ,abs15504
[1],[3],[1],[0],[],[0] ,abs02457
[1],[0],[],[0],[],[0] ,abs15507
[0],[],[],[],[],[1] ,abs03590
[1],[3],[],[0],[1],[1] ,abs03193
[1],[6],[],[0],[1],[1] ,abs18745
[1],[4 5 6],[],[],[],[0] ,abs15700
[1],[6],[],[0],[],[1] ,abs12854
[1],[4 5],[],[0],[],[0] ,abs18147
[1],[3 6],[],[0],[],[1] ,abs06276
[1],[4 5 6],[],[0],[],[1] ,abs18121
[1],[],[2],[0],[],[1] ,abs16984
[1],[4 6],[],[0],[],[1] ,abs16579
[0],[],[],[],[],[1] ,abs13868
[1],[4 5],[1],[0],[1],[0] ,abs08614
[1],[4 5 6],[2],[0],[],[0] ,abs07403
[1],[6],[],[0],[],[1] ,abs09456
[1],[3 7],[],[0],[1],[0] ,abs19187
[1],[6],[2],[0],[],[1] ,abs06427
[1],[6],[],[],[],[1] ,abs22125
[1],[4 5],[1],[0],[],[0] ,abs14805
[1],[6],[2],[0],[],[0] ,abs15711
[1],[],[2],[0],[],[1] ,abs14475
[1],[6],[],[0],[],[0] ,abs18891
[1],[5 6],[],[0],[],[1] ,abs15048
[0],[],[],[],[],[0] ,abs03839
[1],[6],[2],[0],[],[0] ,abs16084
[1],[3],[],[0],[1],[1] ,abs20549
[1],[4 5 6],[1],[0],[],[1] ,abs19489
[1],[6],[],[0],[],[0] ,abs00069
[1],[2],[],[],[],[1] ,abs17550
[1],[4],[],[],[],[0] ,abs08219
[1],[4 5 6],[],[0],[],[1] ,abs05314
[1],[6],[],[0],[],[1] ,abs01468
[1],[],[],[],[],[1] ,abs18279
[1],[5 6],[2],[0],[],[0] ,abs01848
[1],[3],[],[0],[],[1] ,abs09946
[1],[4 5],[],[0],[],[0] ,abs07959
[1],[4 5],[2],[0],[],[0] ,abs06224
[1],[5 6],[1],[0],[],[0] ,abs05731
[1],[6],[],[0],[],[1] ,abs11482
[1],[],[1],[],[],[1] ,abs03818
[1],[1 2],[],[14 26],[],[0] ,abs11585
[1],[6],[],[0],[],[0] ,abs12281
[1],[],[],[0],[],[1] ,abs10075
[1],[1 2],[2],[7],[],[1] ,abs16726
[1],[6],[],[0],[],[0] ,abs14761
[0],[],[],[],[],[1] ,abs17316
[1],[5],[],[],[],[1] ,abs20839
[1],[4 5 6],[2],[0],[],[0] ,abs13082
[1],[1 2],[1],[],[],[1] ,abs21476
[1],[4],[],[0],[],[1] ,abs21032
[1],[0],[2],[0],[],[1] ,abs17802
[0],[],[],[],[],[0] ,abs15815
[0],[],[],[],[],[1] ,abs14394
[1],[4 5 6],[],[0],[1],[1] ,abs12953
[1],[5],[],[0],[],[0] ,abs01699
[1],[4 5 6 7],[],[0],[],[1] ,abs06137
[1],[4 5 6],[],[0],[],[0] ,abs08169
[1],[3],[],[0],[1],[1] ,abs01585
[1],[4 5],[],[],[],[0] ,abs08020
[1],[4 5 6],[],[0],[],[0] ,abs05407
[1],[5],[],[0],[],[0] ,abs22154
[0],[],[],[],[],[0] ,abs13333
[1],[4 5 6],[2],[0],[],[1] ,abs17827
[0],[],[],[],[],[1] ,abs02589
[0],[],[],[],[],[1] ,abs10683
[1],[6],[],[0],[],[1] ,abs19836
[1],[2],[],[3],[],[1] ,abs06554
[1],[],[],[0],[],[1] ,abs02871
[1],[6],[],[0],[],[0] ,abs08653
[1],[4 5 6],[2],[0],[],[0] ,abs15789
[1],[5],[2],[0],[],[0] ,abs11136
[1],[4 5 6],[],[0],[],[0] ,abs09732
[0],[],[],[],[],[1] ,abs00473
[0],[],[],[],[],[1] ,abs03028
[0],[],[],[],[],[0] ,abs15786
[1],[5],[2],[0],[],[0] ,abs15229
[1],[4 6],[],[],[],[0] ,abs13400
[1],[2],[2],[0],[],[1] ,abs10056
[1],[3],[],[0],[],[1] ,abs01797
[1],[6],[],[0],[],[1] ,abs20298
[1],[5],[],[0],[],[0] ,abs17838
[1],[3 6],[1],[0],[],[0] ,abs01744
[1],[5],[1],[0],[],[0] ,abs09504
[1],[3],[],[0],[1],[1] ,abs13582
[1],[6],[2],[0],[],[1] ,abs02877
[1],[4 5 6],[],[0],[],[0] ,abs19160
[1],[5 6],[1],[0],[1],[0] ,abs17036
[1],[4 6],[],[0],[],[0] ,abs11456
[1],[3],[],[0],[1],[0] ,abs19260
[1],[4 5],[2],[0],[1],[0] ,abs13252
[0],[],[],[],[],[0] ,abs03689
[1],[4 6],[1],[0],[],[1] ,abs15675
[1],[3 4 5 6],[],[0],[1],[1] ,abs08829
[1],[6],[],[0],[],[1] ,abs00786
[0],[],[],[],[],[1] ,abs10505
[0],[],[],[],[0],[1] ,abs13800
[1],[4 5 6],[],[0],[],[0] ,abs11434
[1],[4 5],[],[0],[],[1] ,abs13559
[1],[6],[2],[0],[],[0] ,abs11597
[1],[6],[],[0],[],[0] ,abs08181
[1],[5],[],[0],[],[0] ,abs08189
[1],[4 5],[1],[0],[],[0] ,abs15996
[1],[5 6],[],[0],[],[0] ,abs18945
[0],[],[1],[],[],[1] ,abs00052
[1],[4 5 6],[],[0],[],[0] ,abs21205
[1],[4 5 6],[1],[0],[],[0] ,abs16730
[1],[4 5],[],[0],[],[0] ,abs17872
[0],[],[],[],[],[1] ,abs09325
[1],[4 5],[],[0],[],[0] ,abs09729
[1],[4 5],[2],[0],[],[0] ,abs08226
[1],[5 6],[2],[0],[],[0] ,abs13342
[1],[],[2],[0],[],[1] ,abs10021
[0],[],[],[],[],[1] ,abs04032
[1],[],[],[],[],[1] ,abs17162
[0],[],[],[],[],[0] ,abs08540
[1],[4 5],[],[0],[],[0] ,abs05728
[1],[2],[],[0],[],[1] ,abs21935
[1],[4 5],[2],[0],[],[1] ,abs06143
[1],[4 6],[2],[0],[],[1] ,abs11039
[1],[4 5],[1],[0],[],[0] ,abs16206
[0],[],[],[],[],[1] ,abs06591
[1],[2 3],[],[],[1],[1] ,abs03173
[1],[4],[2],[0],[],[1] ,abs12518
[1],[5],[],[0],[],[1] ,abs05629
[1],[4 5],[1],[0],[],[1] ,abs06235
[0],[],[],[],[],[1] ,abs01914
[1],[4],[],[],[],[0] ,abs16541
[1],[5 6],[],[0],[],[0] ,abs06312
[1],[4 5],[1],[0],[],[0] ,abs14667
[1],[5],[],[0],[],[0] ,abs18659
[1],[6],[2],[0],[],[0] ,abs21004
[1],[5 6],[],[0],[],[0] ,abs11390
[0],[],[],[],[],[1] ,abs02469
[1],[4 5 6],[],[0],[],[0] ,abs09032
[1],[6],[],[0],[],[0] ,abs16273
[1],[3],[],[0],[1],[1] ,abs09412
[0],[],[],[],[],[1] ,abs00258
[1],[6],[2],[0],[],[0] ,abs12551
[1],[6],[],[0],[],[0] ,abs19292
[0],[],[],[],[],[0] ,abs18231
[1],[6],[],[0],[],[0] ,abs09524
[1],[4],[],[0],[],[0] ,abs16669
[1],[2],[],[12],[],[1] ,abs18334
[1],[4 5],[],[0],[],[0] ,abs07529
[1],[3 4 5 6],[],[0],[],[0] ,abs17561
[1],[2 3],[2],[],[],[0] ,abs04441
[1],[6],[1],[],[],[1] ,abs02146
[1],[4],[2],[0],[],[1] ,abs05543
[1],[4 5 6],[2],[0],[],[0] ,abs05894
[1],[5],[],[0],[],[0] ,abs09309
[1],[5],[2],[0],[],[0] ,abs15095
[0],[],[],[],[],[0] ,abs12069
[0],[],[],[],[],[1] ,abs13624
[1],[4 6],[],[],[],[1] ,abs03224
[1],[5],[1],[0],[],[0] ,abs07474
[1],[4 5],[],[0],[],[0] ,abs16917
[0],[],[],[],[],[0] ,abs01902
[1],[4 5],[1],[26],[],[0] ,abs14688
[1],[6],[],[],[],[1] ,abs04102
[1],[6],[],[0],[],[1] ,abs03993
[1],[5 6],[1],[0],[],[0] ,abs10751
[0],[],[],[],[],[1] ,abs18455
[1],[5],[1],[],[],[0] ,abs11168
[1],[4 5],[],[7],[],[1] ,abs12665
[1],[4 5 6],[2],[0],[],[0] ,abs08814
[1],[0],[],[0],[],[1] ,abs03939
[1],[],[2],[],[],[1] ,abs00349
[1],[2],[2],[],[],[1] ,abs18286
[1],[5],[],[0],[],[0] ,abs21174
[1],[6],[],[],[],[1] ,abs20470
[1],[4 5 6],[2],[0],[],[0] ,abs09152
[1],[1 2],[],[],[1],[0] ,abs00359
[1],[3],[],[0],[],[0] ,abs04401
[1],[4 5],[1],[0],[],[0] ,abs19255
[1],[4 5],[],[0],[],[1] ,abs08737
[1],[3 4],[2],[0],[],[0] ,abs15698
[1],[1 2],[],[],[],[1] ,abs11576
[1],[2],[],[0],[],[1] ,abs20897
[1],[5],[1],[],[],[1] ,abs06916
[1],[2 3 6],[],[],[],[1] ,abs00057
[1],[2],[],[],[1],[1] ,abs20401
[0],[],[],[],[],[1] ,abs14643
[1],[5],[1],[0],[],[0] ,abs06048
[1],[5],[],[0],[],[0] ,abs13312
[1],[4 5 6],[],[0],[],[0] ,abs16522
[1],[6 7],[],[0],[],[1] ,abs19147
[0],[],[],[],[],[1] ,abs03440
[1],[6],[2],[0],[],[0] ,abs00535
[0],[],[],[],[],[0] ,abs11421
[1],[5],[1],[],[],[0] ,abs19350
[1],[6],[],[0],[],[0] ,abs15333
[1],[5],[2],[0],[],[0] ,abs18075
[0],[],[],[],[],[1] ,abs17720
[1],[6],[],[0],[1],[1] ,abs18565
[1],[0],[],[],[],[1] ,abs02635
[1],[6],[],[0],[],[1] ,abs01281
[1],[5],[1],[0],[],[0] ,abs05415
[1],[5],[],[0],[],[1] ,abs21023
[1],[3],[],[0],[],[1] ,abs03486
[0],[],[],[],[],[1] ,abs02208
[1],[],[],[0],[],[0] ,abs19093
[1],[6],[],[0],[],[0] ,abs00717
[1],[6],[],[0],[],[0] ,abs01991
[1],[1 2],[],[40],[],[1] ,abs00795
[1],[],[1],[],[],[1] ,abs06942
[1],[5 6 7],[2],[0],[],[0] ,abs06384
[1],[5],[1],[0],[],[0] ,abs05419
[0],[],[],[],[],[1] ,abs02231
[1],[2],[],[],[],[1] ,abs14247
[1],[4 5],[],[0],[1],[1] ,abs18728
[1],[4 5 6 7],[2],[0],[],[0] ,abs07696
[1],[4 5 6],[2],[0],[],[0] ,abs19525
[1],[4 5],[2],[0],[],[1] ,abs06832
[1],[5 6],[],[],[],[1] ,abs10463
[1],[6],[2],[0],[],[1] ,abs20743
[1],[4 5 6],[],[0],[],[0] ,abs21472
[0],[],[],[],[],[1] ,abs02402
[1],[6],[1],[0],[],[0] ,abs20019
[1],[4],[],[0],[],[1] ,abs09429
[1],[4 5 6],[],[0],[],[0] ,abs11358
[1],[3],[],[0],[1],[1] ,abs05023
[1],[3],[],[0],[],[1] ,abs02548
[0],[],[],[],[1],[1] ,abs04480
[1],[5 6],[],[0],[],[0] ,abs14819
[1],[6],[2],[0],[],[1] ,abs04976
[1],[],[2],[],[],[1] ,abs04207
[1],[],[],[],[],[1] ,abs07003
[1],[2 7],[],[0],[],[1] ,abs04630
[1],[4 5],[1],[0],[1],[1] ,abs12979
[1],[5 6],[],[0],[],[0] ,abs06244
[1],[4 5],[],[0],[1],[0] ,abs15571
[1],[5 6],[2],[0],[1],[1] ,abs12483
[1],[5],[],[0],[],[1] ,abs04792
[1],[3 6],[2],[0],[],[0] ,abs20089
[1],[5],[],[0],[],[0] ,abs13303
[1],[5 6],[],[0],[],[1] ,abs13231
[1],[3],[],[0],[1],[1] ,abs18872
[1],[3],[],[0],[],[1] ,abs08765
[1],[5],[],[0],[],[0] ,abs07278
[1],[],[],[],[],[0] ,abs04676
[0],[],[],[],[],[1] ,abs18460
[1],[4 5 6],[],[0],[],[0] ,abs18725
[1],[],[],[0],[],[1] ,abs06714
[1],[5],[],[0],[],[1] ,abs19629
[1],[6],[],[],[],[1] ,abs21528
[1],[],[],[0],[],[1] ,abs07060
[1],[4],[],[0],[],[1] ,abs14951
[1],[2 3 6],[2],[0],[1],[0] ,abs06475
[1],[5],[],[0],[],[0] ,abs10982
[1],[3],[],[0],[],[1] ,abs01634
[1],[4 5],[1],[0],[],[1] ,abs09631
[1],[5 6],[],[0],[],[0] ,abs13262
[1],[4 5 6],[],[],[],[0] ,abs21097
[1],[5],[],[0],[],[0] ,abs07872
[1],[],[2],[0],[],[1] ,abs10586
[1],[5],[],[0],[],[0] ,abs12918
[1],[4 5],[],[0],[],[0] ,abs16417
[1],[3],[],[0],[1],[1] ,abs14914
[1],[4 5],[],[0],[],[0] ,abs15038
[1],[4 5],[],[],[],[1] ,abs21464
[1],[4 5 6],[2],[0],[],[0] ,abs05853
[1],[4],[],[0],[],[1] ,abs16203
[1],[4 6],[2],[0],[],[1] ,abs12206
[1],[4 5 6],[],[0],[],[0] ,abs09587
[1],[6],[],[],[],[1] ,abs18937
[0],[],[],[],[],[0] ,abs16686
[0],[],[],[],[],[1] ,abs13758
[0],[],[],[],[],[0] ,abs02766
[1],[4 5],[],[],[],[0] ,abs11893
[1],[3 6],[1],[0],[],[0] ,abs18867
[1],[2],[],[0],[],[1] ,abs20700
[1],[3 5],[],[0],[1],[1] ,abs13772
[0],[],[],[],[],[1] ,abs18390
[1],[6],[2],[0],[],[1] ,abs06905
[1],[4],[],[],[],[1] ,abs12110
[1],[3 6],[],[0],[1],[1] ,abs01875
[1],[1 2],[],[],[],[0] ,abs16427
[1],[4],[],[0],[],[0] ,abs09073
[1],[5],[],[0],[],[0] ,abs20229
[1],[3 6],[2],[0],[],[0] ,abs05172
[1],[5],[2],[0],[],[0] ,abs15783
[1],[4 5 6],[1],[0],[],[0] ,abs09593
[1],[5],[],[16],[],[1] ,abs11990
[1],[1 2],[2],[8],[1],[1] ,abs21772
[1],[6],[2],[0],[],[0] ,abs05655
[1],[4 5],[1],[],[],[0] ,abs16267
[1],[],[1],[],[],[1] ,abs21463
[1],[6 7],[],[0],[],[1] ,abs21729
[1],[6],[],[0],[],[1] ,abs09697
[1],[2],[],[],[],[1] ,abs17726
[0],[],[],[],[1],[1] ,abs11253
[0],[],[],[],[1],[1] ,abs11253
[1],[4 6],[],[0],[],[0] ,abs08918
[1],[6],[2],[0],[],[0] ,abs07951
[1],[3],[2],[0],[],[0] ,abs02262
[1],[3],[2],[0],[],[0] ,abs02262
[0],[],[],[],[],[1] ,abs04162
[1],[3],[],[0],[1],[1] ,abs21688
[1],[2],[],[],[1],[1] ,abs14162
[1],[6 7],[1],[0],[],[0] ,abs00164
[1],[6 7],[1],[0],[],[0] ,abs00164
[1],[5],[],[0],[],[0] ,abs11254
[1],[3],[],[0],[],[0] ,abs20672
[1],[5 6],[],[0],[],[0] ,abs12375
[1],[1 2],[2],[26],[],[0] ,abs01968
[1],[1 2],[2],[26],[],[0] ,abs01968
[1],[5],[],[0],[],[1] ,abs02793
[1],[],[],[],[],[1] ,abs22098
[1],[],[],[],[],[1] ,abs22098
[0],[],[],[],[],[1] ,abs02084
[1],[4],[2],[0],[],[1] ,abs01158
[1],[],[2],[0],[],[1] ,abs17787
[1],[],[2],[0],[],[1] ,abs17787
[1],[],[2],[0],[],[1] ,abs18307
[1],[3],[2],[0],[],[1] ,abs00017
[1],[],[2],[0],[],[1] ,abs22104
[1],[],[],[0],[],[1] ,abs19997
[1],[5 6],[],[0],[],[0] ,abs12086
[1],[5],[1],[0],[],[1] ,abs09230
[1],[5],[1],[0],[],[1] ,abs09230
[1],[5 6],[2],[0],[],[0] ,abs05650
[1],[6],[],[0],[],[0] ,abs03820
[1],[4 5],[],[0],[],[0] ,abs14786
[1],[3 4 5 6],[2],[0],[],[0] ,abs18635
[1],[4 5 6],[],[0],[],[1] ,abs21406
[1],[4 5],[],[0],[],[0] ,abs02892
[1],[4 5],[],[0],[],[0] ,abs02892
[1],[2],[],[3],[],[1] ,abs20402
[1],[6],[2],[0],[],[1] ,abs15982
[1],[4 5],[],[0],[],[0] ,abs15205
[1],[4 5],[],[0],[],[0] ,abs15205
[1],[6 7],[2],[0],[],[0] ,abs01427
[1],[6],[],[0],[],[1] ,abs20262
[1],[3],[1],[],[1],[1] ,abs04992
[1],[6],[],[0],[],[0] ,abs12083
[1],[3],[1],[0],[],[1] ,abs10785
[1],[5],[1],[0],[],[0] ,abs07638
[1],[0],[],[0],[],[1] ,abs17278
[1],[4 6],[2],[0],[],[0] ,abs11855
[1],[5 6],[1],[0],[1],[1] ,abs07617
[1],[4 5],[1],[0],[],[0] ,abs07120
[1],[],[2],[],[],[1] ,abs13826
[1],[4 6],[2],[0],[],[0] ,abs11778
[1],[6],[2],[0],[],[0] ,abs19889
[1],[2],[],[],[],[1] ,abs22044
[1],[6],[1],[0],[],[0] ,abs00037
[1],[5],[1],[0],[],[0] ,abs14537
[1],[6],[2],[0],[],[0] ,abs04067
[1],[6],[2],[0],[1],[1] ,abs19010
[1],[6],[],[0],[],[0] ,abs04529
[1],[5 6],[1],[],[],[0] ,abs00753
[1],[4 5 6],[],[0],[],[0] ,abs09409
[1],[1 2],[],[5],[],[1] ,abs01534
[1],[],[],[0],[],[1] ,abs14037
[1],[4 5],[],[0],[],[0] ,abs16595
[1],[6],[],[],[],[1] ,abs08034
[1],[],[],[],[],[1] ,abs14210
[0],[],[],[],[],[1] ,abs13889
